TaskID,ProjectID,ProjectName,ClientName,ClientCountry,ClientRegion,Industry,AssignedEmployeeID,TaskTitle,SkillDomain,ComplexityTier,PlannedHours,ActualHours,IsHoursOverrun,BillableHourlyRate_USD,TotalBilling_USD,TaskStatus,ClientSatisfactionRating,TaskStartDate,DeliveryDeadline,ActualCompletionDate,IsDeliveryDelayed
TSK-00084,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-12117,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-908),DevOps & SRE,Level 1 - Core,18,18.2,True,68.0,1237.6,Completed,5.0,2025-12-15,2025-12-23,2025-12-29,True
TSK-00085,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10702,AWS Terraform Infrastructure as Code Provisioning (PRJ-905),Cloud Architecture,Level 2 - Specialized,45,38.5,False,51.75,2328.75,In Progress,,2025-09-05,2025-09-23,,False
TSK-00086,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15832,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,70,78.9,True,128.25,10118.93,Completed,4.5,2026-05-18,2026-06-09,2026-06-06,False
TSK-00087,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14765,PostgreSQL to Snowflake Lakehouse Replication (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,60,57.6,False,101.25,5832.0,Completed,5.0,2026-01-13,2026-02-02,2026-02-07,True
TSK-00088,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-13718,End-to-End Cypress Integration & Performance Suite (PRJ-906),Quality Engineering,Level 1 - Core,30,40.4,True,60.0,2424.0,Completed,5.0,2025-10-05,2025-10-16,2025-10-17,True
TSK-00089,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16244,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-904),Data & AI Engineering,Level 2 - Specialized,50,60.5,True,80.5,4870.25,Completed,4.5,2025-07-09,2025-07-24,2025-07-24,False
TSK-00090,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-12319,PostgreSQL to Snowflake Lakehouse Replication (PRJ-908),Data & AI Engineering,Level 3 - Enterprise Architect,60,72.7,True,91.8,5508.0,Scope Revision Requested,3.0,2025-04-13,2025-05-01,,False
TSK-00091,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-11037,Next.js 14 Responsive Executive Dashboard (PRJ-905),Software Engineering,Level 1 - Core,30,30.9,True,45.0,1390.5,Completed,4.5,2025-10-08,2025-10-17,2025-10-14,False
TSK-00092,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10841,Mobile Flutter Biometric Authentication Module (PRJ-905),Software Engineering,Level 1 - Core,28,37.0,True,45.0,1665.0,Completed,4.0,2025-01-13,2025-01-26,2025-01-27,True
TSK-00093,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-13914,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-908),Data & AI Engineering,Level 3 - Enterprise Architect,70,74.9,True,91.8,6875.82,Completed,5.0,2025-04-27,2025-05-16,2025-05-19,True
TSK-00094,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16645,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-908),Data & AI Engineering,Level 2 - Specialized,50,56.9,True,78.2,4449.58,Completed,5.0,2026-07-31,2026-08-16,2026-08-14,False
TSK-00095,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-15067,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-904),Data & AI Engineering,Level 2 - Specialized,50,56.5,True,80.5,4548.25,Completed,4.5,2025-08-20,2025-09-07,2025-09-10,True
TSK-00096,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-13513,SOC2 Compliance Evidence Collection Automation (PRJ-908),Cybersecurity,Level 2 - Specialized,32,34.3,True,78.2,2502.4,Under Review,,2025-11-09,2025-11-23,,False
TSK-00097,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15125,GraphQL Gateway Federation & Schema Stitching (PRJ-901),Software Engineering,Level 2 - Specialized,35,46.6,True,74.75,3483.35,Completed,4.0,2025-08-05,2025-08-17,2025-08-15,False
TSK-00098,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-13691,Next.js 14 Responsive Executive Dashboard (PRJ-903),Software Engineering,Level 1 - Core,30,28.1,False,85.0,2388.5,Completed,5.0,2026-04-27,2026-05-08,2026-05-05,False
TSK-00099,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-15632,PostgreSQL to Snowflake Lakehouse Replication (PRJ-904),Data & AI Engineering,Level 3 - Enterprise Architect,60,72.2,True,94.5,6822.9,Completed,4.5,2025-08-28,2025-09-16,2025-09-22,True
TSK-00100,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-12177,End-to-End Cypress Integration & Performance Suite (PRJ-904),Quality Engineering,Level 1 - Core,30,27.2,False,70.0,1904.0,Completed,5.0,2025-05-26,2025-06-04,2025-06-01,False
TSK-00101,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-12365,Real-time Kafka Event Streaming for Turnstiles (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,55,55.2,True,114.75,6334.2,Completed,4.5,2026-03-26,2026-04-10,2026-04-14,True
TSK-00102,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13587,Mobile Flutter Biometric Authentication Module (PRJ-905),Software Engineering,Level 1 - Core,28,29.4,True,45.0,1323.0,Completed,4.5,2025-03-24,2025-04-06,2025-04-03,False
TSK-00103,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15524,Mobile Flutter Biometric Authentication Module (PRJ-907),Software Engineering,Level 1 - Core,28,28.3,True,95.0,2688.5,Completed,5.0,2025-01-22,2025-02-05,2025-02-06,True
TSK-00104,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12279,Real-time Kafka Event Streaming for Turnstiles (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,55,67.5,True,87.75,5923.12,Completed,4.5,2025-07-05,2025-07-24,2025-07-27,True
TSK-00105,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-10857,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-908),Data & AI Engineering,Level 2 - Specialized,50,54.3,True,78.2,4246.26,Completed,5.0,2025-06-14,2025-06-30,2025-07-03,True
TSK-00106,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-10301,PostgreSQL to Snowflake Lakehouse Replication (PRJ-908),Data & AI Engineering,Level 3 - Enterprise Architect,60,70.9,True,91.8,6508.62,Completed,4.0,2026-04-11,2026-04-28,2026-04-30,True
TSK-00107,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-16758,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-905),Cybersecurity,Level 2 - Specialized,25,22.7,False,51.75,1174.72,Completed,4.0,2025-01-02,2025-01-15,2025-01-20,True
TSK-00108,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-14084,End-to-End Cypress Integration & Performance Suite (PRJ-908),Quality Engineering,Level 1 - Core,30,26.3,False,68.0,1788.4,Completed,4.5,2026-03-29,2026-04-07,2026-04-07,False
TSK-00109,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13971,AWS Terraform Infrastructure as Code Provisioning (PRJ-905),Cloud Architecture,Level 2 - Specialized,45,41.2,False,51.75,2132.1,Completed,4.0,2025-05-05,2025-05-18,2025-05-24,True
TSK-00110,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-10764,Mobile Flutter Biometric Authentication Module (PRJ-904),Software Engineering,Level 1 - Core,28,26.0,False,70.0,1820.0,Completed,4.5,2025-08-19,2025-08-28,2025-09-01,True
TSK-00111,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14169,Penetration Testing & Remediation of API Endpoints (PRJ-902),Cybersecurity,Level 2 - Specialized,20,25.3,True,86.25,2182.12,Completed,4.5,2025-10-07,2025-10-17,2025-10-21,True
TSK-00112,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-14911,Next.js 14 Responsive Executive Dashboard (PRJ-908),Software Engineering,Level 1 - Core,30,32.4,True,68.0,2203.2,Completed,5.0,2026-06-05,2026-06-19,2026-06-18,False
TSK-00113,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-12785,PostgreSQL to Snowflake Lakehouse Replication (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,60,74.2,True,101.25,6075.0,Under Review,,2026-06-04,2026-06-23,,False
TSK-00114,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14751,PostgreSQL to Snowflake Lakehouse Replication (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,60,72.8,True,87.75,5265.0,Under Review,,2026-05-17,2026-06-04,,False
TSK-00115,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-13091,AWS Terraform Infrastructure as Code Provisioning (PRJ-908),Cloud Architecture,Level 2 - Specialized,45,49.1,True,78.2,3839.62,Completed,4.0,2026-04-12,2026-04-27,2026-04-27,False
TSK-00116,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-13366,GraphQL Gateway Federation & Schema Stitching (PRJ-904),Software Engineering,Level 2 - Specialized,35,36.5,True,80.5,2817.5,Under Review,,2025-02-14,2025-02-26,,False
TSK-00117,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16492,Mobile Flutter Biometric Authentication Module (PRJ-908),Software Engineering,Level 1 - Core,28,36.6,True,68.0,2488.8,Completed,3.0,2025-06-05,2025-06-17,2025-06-14,False
TSK-00118,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16923,AWS Terraform Infrastructure as Code Provisioning (PRJ-903),Cloud Architecture,Level 2 - Specialized,45,60.0,True,97.75,5865.0,Completed,5.0,2026-03-27,2026-04-09,2026-04-14,True
TSK-00119,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11265,Design & Implement RESTful Payment Endpoints (PRJ-908),Software Engineering,Level 2 - Specialized,40,48.4,True,78.2,3784.88,Completed,4.5,2025-03-18,2025-04-02,2025-04-03,True
TSK-00120,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16983,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,41.9,True,69.0,2891.1,Completed,4.0,2026-07-01,2026-07-14,2026-07-16,True
TSK-00121,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15607,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-908),DevOps & SRE,Level 1 - Core,18,20.2,True,68.0,1373.6,Completed,5.0,2025-10-22,2025-10-29,2025-10-27,False
TSK-00122,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-11363,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-907),Data & AI Engineering,Level 2 - Specialized,50,61.5,True,109.25,6718.88,Completed,5.0,2025-11-03,2025-11-17,2025-11-14,False
TSK-00123,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-12001,Real-time Kafka Event Streaming for Turnstiles (PRJ-906),Data & AI Engineering,Level 3 - Enterprise Architect,55,48.3,False,81.0,3912.3,Completed,4.5,2026-06-28,2026-07-16,2026-07-22,True
TSK-00124,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-15597,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-903),DevOps & SRE,Level 3 - Enterprise Architect,35,32.8,False,114.75,3763.8,Completed,5.0,2025-09-04,2025-09-17,2025-09-23,True
TSK-00125,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-10077,Next.js 14 Responsive Executive Dashboard (PRJ-903),Software Engineering,Level 1 - Core,30,32.4,True,85.0,2754.0,Completed,5.0,2026-04-22,2026-05-03,2026-05-08,True
TSK-00126,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-15235,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-903),Data & AI Engineering,Level 2 - Specialized,50,53.5,True,97.75,5229.62,Completed,4.5,2026-03-11,2026-03-30,2026-03-31,True
TSK-00127,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-10874,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-908),DevOps & SRE,Level 1 - Core,18,18.0,False,68.0,1224.0,Scope Revision Requested,3.0,2025-08-31,2025-09-09,,False
TSK-00128,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16800,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,34.9,False,69.0,2408.1,Completed,5.0,2026-02-10,2026-02-22,2026-02-19,False
TSK-00129,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12345,SOC2 Compliance Evidence Collection Automation (PRJ-901),Cybersecurity,Level 2 - Specialized,32,36.9,True,74.75,2758.28,Completed,3.5,2025-08-24,2025-09-07,2025-09-09,True
TSK-00130,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16288,Penetration Testing & Remediation of API Endpoints (PRJ-904),Cybersecurity,Level 2 - Specialized,20,18.9,False,80.5,1521.45,Completed,4.0,2025-05-21,2025-06-02,2025-05-31,False
TSK-00131,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-11077,PostgreSQL to Snowflake Lakehouse Replication (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,60,74.7,True,87.75,6554.93,Completed,5.0,2025-04-03,2025-04-22,2025-04-24,True
TSK-00132,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12998,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-907),DevOps & SRE,Level 3 - Enterprise Architect,35,33.3,False,128.25,4488.75,Under Review,,2026-06-28,2026-07-12,,False
TSK-00133,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13948,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-905),DevOps & SRE,Level 1 - Core,18,16.8,False,45.0,810.0,In Progress,,2025-10-30,2025-11-10,,False
TSK-00134,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11849,Real-time Kafka Event Streaming for Turnstiles (PRJ-906),Data & AI Engineering,Level 3 - Enterprise Architect,55,49.9,False,81.0,4455.0,Scope Revision Requested,2.5,2026-02-11,2026-03-02,,False
TSK-00135,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-13726,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-906),Data & AI Engineering,Level 2 - Specialized,50,62.3,True,69.0,4298.7,Completed,4.5,2026-01-13,2026-02-01,2026-02-02,True
TSK-00136,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-13863,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-907),DevOps & SRE,Level 1 - Core,18,21.0,True,95.0,1995.0,Completed,4.5,2025-01-26,2025-02-05,2025-02-10,True
TSK-00137,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-13804,SOC2 Compliance Evidence Collection Automation (PRJ-906),Cybersecurity,Level 2 - Specialized,32,37.0,True,69.0,2553.0,Completed,4.5,2025-11-06,2025-11-21,2025-11-24,True
TSK-00138,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-10952,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-902),DevOps & SRE,Level 3 - Enterprise Architect,35,30.5,False,101.25,3088.12,Completed,3.0,2025-04-10,2025-04-21,2025-04-26,True
TSK-00139,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14426,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,32.3,True,85.0,2745.5,Completed,4.5,2026-03-06,2026-03-19,2026-03-18,False
TSK-00140,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12292,Penetration Testing & Remediation of API Endpoints (PRJ-907),Cybersecurity,Level 2 - Specialized,20,18.0,False,109.25,1966.5,Completed,4.5,2025-02-03,2025-02-15,2025-02-17,True
TSK-00141,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-15618,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-904),Data & AI Engineering,Level 3 - Enterprise Architect,70,75.1,True,94.5,7096.95,Completed,5.0,2026-01-12,2026-02-04,2026-02-06,True
TSK-00142,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-16752,End-to-End Cypress Integration & Performance Suite (PRJ-901),Quality Engineering,Level 1 - Core,30,29.6,False,65.0,1950.0,Scope Revision Requested,3.0,2026-04-11,2026-04-20,,False
TSK-00143,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-12733,Penetration Testing & Remediation of API Endpoints (PRJ-904),Cybersecurity,Level 2 - Specialized,20,23.4,True,80.5,1610.0,Scope Revision Requested,2.5,2025-09-07,2025-09-15,,False
TSK-00144,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16661,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-904),Data & AI Engineering,Level 2 - Specialized,50,63.2,True,80.5,5087.6,Completed,4.5,2025-08-27,2025-09-12,2025-09-11,False
TSK-00145,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12054,PostgreSQL to Snowflake Lakehouse Replication (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,60,76.8,True,87.75,6739.2,Completed,5.0,2025-06-28,2025-07-15,2025-07-12,False
TSK-00146,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14824,Design & Implement RESTful Payment Endpoints (PRJ-903),Software Engineering,Level 2 - Specialized,40,41.2,True,97.75,3910.0,Under Review,,2025-11-28,2025-12-10,,False
TSK-00147,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16109,PostgreSQL to Snowflake Lakehouse Replication (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,60,52.6,False,114.75,6035.85,Completed,4.5,2025-03-07,2025-03-27,2025-03-31,True
TSK-00148,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15039,AWS Terraform Infrastructure as Code Provisioning (PRJ-906),Cloud Architecture,Level 2 - Specialized,45,51.6,True,69.0,3560.4,Completed,5.0,2025-02-14,2025-03-04,2025-03-09,True
TSK-00149,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-16942,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,70,82.0,True,60.75,4981.5,Completed,3.0,2026-02-16,2026-03-10,2026-03-08,False
